"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"USA","United States","CPHP0500","HICP: 05 - Furnishings, household equipment and routine household maintenance","GY","Percentage change on the same period of the previous year","A","Annual","2021","2021","PC","Percentage","0","Units",,,4.4,,
"USA","United States","PWCP0410","CPI weights: 04.1 - Actual Rentals for Housing","AL","Per thousand of the National CPI Total","A","Annual","1997","1997","_1000","Per thousand","0","Units",,,68.84742,,
"USA","United States","PWCP0410","CPI weights: 04.1 - Actual Rentals for Housing","AL","Per thousand of the National CPI Total","A","Annual","1998","1998","_1000","Per thousand","0","Units",,,70.06903,,
"USA","United States","PWCP0410","CPI weights: 04.1 - Actual Rentals for Housing","AL","Per thousand of the National CPI Total","A","Annual","1999","1999","_1000","Per thousand","0","Units",,,70.36141,,
"USA","United States","PWCP0410","CPI weights: 04.1 - Actual Rentals for Housing","AL","Per thousand of the National CPI Total","A","Annual","2000","2000","_1000","Per thousand","0","Units",,,70.79217,,
"USA","United States","PWCP0410","CPI weights: 04.1 - Actual Rentals for Housing","AL","Per thousand of the National CPI Total","A","Annual","2001","2001","_1000","Per thousand","0","Units",,,73.00117,,
"USA","United States","PWCP0410","CPI weights: 04.1 - Actual Rentals for Housing","AL","Per thousand of the National CPI Total","A","Annual","2002","2002","_1000","Per thousand","0","Units",,,64.66638,,
"USA","United States","PWCP0410","CPI weights: 04.1 - Actual Rentals for Housing","AL","Per thousand of the National CPI Total","A","Annual","2003","2003","_1000","Per thousand","0","Units",,,65.15504,,
"USA","United States","PWCP0410","CPI weights: 04.1 - Actual Rentals for Housing","AL","Per thousand of the National CPI Total","A","Annual","2004","2004","_1000","Per thousand","0","Units",,,61.33302,,
"USA","United States","PWCP0410","CPI weights: 04.1 - Actual Rentals for Housing","AL","Per thousand of the National CPI Total","A","Annual","2005","2005","_1000","Per thousand","0","Units",,,61.16301,,
"USA","United States","PWCP0410","CPI weights: 04.1 - Actual Rentals for Housing","AL","Per thousand of the National CPI Total","A","Annual","2006","2006","_1000","Per thousand","0","Units",,,59.29719,,
"USA","United States","PWCP0410","CPI weights: 04.1 - Actual Rentals for Housing","AL","Per thousand of the National CPI Total","A","Annual","2007","2007","_1000","Per thousand","0","Units",,,59.24252,,
"USA","United States","PWCP0410","CPI weights: 04.1 - Actual Rentals for Housing","AL","Per thousand of the National CPI Total","A","Annual","2008","2008","_1000","Per thousand","0","Units",,,59.5652,,
"USA","United States","PWCP0410","CPI weights: 04.1 - Actual Rentals for Housing","AL","Per thousand of the National CPI Total","A","Annual","2009","2009","_1000","Per thousand","0","Units",,,59.66168,,
"USA","United States","PWCP0410","CPI weights: 04.1 - Actual Rentals for Housing","AL","Per thousand of the National CPI Total","A","Annual","2010","2010","_1000","Per thousand","0","Units",,,59.29,,
"USA","United States","PWCP0410","CPI weights: 04.1 - Actual Rentals for Housing","AL","Per thousand of the National CPI Total","A","Annual","2011","2011","_1000","Per thousand","0","Units",,,59.01,,
"USA","United States","PWCP0410","CPI weights: 04.1 - Actual Rentals for Housing","AL","Per thousand of the National CPI Total","A","Annual","2012","2012","_1000","Per thousand","0","Units",,,64.90077,,
"USA","United States","PWCP0410","CPI weights: 04.1 - Actual Rentals for Housing","AL","Per thousand of the National CPI Total","A","Annual","2013","2013","_1000","Per thousand","0","Units",,,66.37,,
"USA","United States","PWCP0410","CPI weights: 04.1 - Actual Rentals for Housing","AL","Per thousand of the National CPI Total","A","Annual","2014","2014","_1000","Per thousand","0","Units",,,69.82,,
"USA","United States","PWCP0410","CPI weights: 04.1 - Actual Rentals for Housing","AL","Per thousand of the National CPI Total","A","Annual","2015","2015","_1000","Per thousand","0","Units",,,72.22,,
"USA","United States","PWCP0410","CPI weights: 04.1 - Actual Rentals for Housing","AL","Per thousand of the National CPI Total","A","Annual","2016","2016","_1000","Per thousand","0","Units",,,77.67,,
"USA","United States","PWCP0410","CPI weights: 04.1 - Actual Rentals for Housing","AL","Per thousand of the National CPI Total","A","Annual","2017","2017","_1000","Per thousand","0","Units",,,78.95,,
"USA","United States","PWCP0410","CPI weights: 04.1 - Actual Rentals for Housing","AL","Per thousand of the National CPI Total","A","Annual","2018","2018","_1000","Per thousand","0","Units",,,78.12,,
"USA","United States","PWCP0410","CPI weights: 04.1 - Actual Rentals for Housing","AL","Per thousand of the National CPI Total","A","Annual","2019","2019","_1000","Per thousand","0","Units",,,79.57,,
"USA","United States","PWCP0410","CPI weights: 04.1 - Actual Rentals for Housing","AL","Per thousand of the National CPI Total","A","Annual","2020","2020","_1000","Per thousand","0","Units",,,78.53584,,
"USA","United States","PWCP0410","CPI weights: 04.1 - Actual Rentals for Housing","AL","Per thousand of the National CPI Total","A","Annual","2021","2021","_1000","Per thousand","0","Units",,,76.75083,,
"USA","United States","CPHP0500","HICP: 05 - Furnishings, household equipment and routine household maintenance","IXOB","Index","A","Annual","2002","2002","IDX","Index","0","Units","2015_100","2015=100",105.89,,
"USA","United States","CPHP0500","HICP: 05 - Furnishings, household equipment and routine household maintenance","IXOB","Index","A","Annual","2003","2003","IDX","Index","0","Units","2015_100","2015=100",104.04,,
"USA","United States","CPHP0500","HICP: 05 - Furnishings, household equipment and routine household maintenance","IXOB","Index","A","Annual","2004","2004","IDX","Index","0","Units","2015_100","2015=100",103.64,,
"USA","United States","CPHP0500","HICP: 05 - Furnishings, household equipment and routine household maintenance","IXOB","Index","A","Annual","2005","2005","IDX","Index","0","Units","2015_100","2015=100",104.06,,
"USA","United States","CPHP0500","HICP: 05 - Furnishings, household equipment and routine household maintenance","IXOB","Index","A","Annual","2006","2006","IDX","Index","0","Units","2015_100","2015=100",104.59,,
"USA","United States","CPHP0500","HICP: 05 - Furnishings, household equipment and routine household maintenance","IXOB","Index","A","Annual","2007","2007","IDX","Index","0","Units","2015_100","2015=100",104.2,,
"USA","United States","CPHP0500","HICP: 05 - Furnishings, household equipment and routine household maintenance","IXOB","Index","A","Annual","2008","2008","IDX","Index","0","Units","2015_100","2015=100",104.72,,
"USA","United States","CPHP0500","HICP: 05 - Furnishings, household equipment and routine household maintenance","IXOB","Index","A","Annual","2009","2009","IDX","Index","0","Units","2015_100","2015=100",105.38,,
"USA","United States","CPHP0500","HICP: 05 - Furnishings, household equipment and routine household maintenance","IXOB","Index","A","Annual","2010","2010","IDX","Index","0","Units","2015_100","2015=100",102.65,,
"USA","United States","CPHP0500","HICP: 05 - Furnishings, household equipment and routine household maintenance","IXOB","Index","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",102.11,,
"USA","United States","CPHP0500","HICP: 05 - Furnishings, household equipment and routine household maintenance","IXOB","Index","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",102.62,,
"USA","United States","CPHP0500","HICP: 05 - Furnishings, household equipment and routine household maintenance","IXOB","Index","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",101.85,,
"USA","United States","CPHP0500","HICP: 05 - Furnishings, household equipment and routine household maintenance","IXOB","Index","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",100.52,,
"USA","United States","CPHP0500","HICP: 05 - Furnishings, household equipment and routine household maintenance","IXOB","Index","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"USA","United States","CPHP0500","HICP: 05 - Furnishings, household equipment and routine household maintenance","IXOB","Index","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",99.04,,
"USA","United States","CPHP0500","HICP: 05 - Furnishings, household equipment and routine household maintenance","IXOB","Index","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",98.31,,
"USA","United States","CPHP0500","HICP: 05 - Furnishings, household equipment and routine household maintenance","IXOB","Index","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",99.12,,
"USA","United States","CPHP0500","HICP: 05 - Furnishings, household equipment and routine household maintenance","IXOB","Index","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",100.83,,
"USA","United States","CPHP0500","HICP: 05 - Furnishings, household equipment and routine household maintenance","IXOB","Index","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",102.3,,
"USA","United States","CPHP0500","HICP: 05 - Furnishings, household equipment and routine household maintenance","IXOB","Index","A","Annual","2021","2021","IDX","Index","0","Units","2015_100","2015=100",106.84,,
"USA","United States","PWCP0300","CPI weights: 03 - Clothing and footwear","AL","Per thousand of the National CPI Total","A","Annual","1997","1997","_1000","Per thousand","0","Units",,,48.37151,,
"USA","United States","PWCP0300","CPI weights: 03 - Clothing and footwear","AL","Per thousand of the National CPI Total","A","Annual","1998","1998","_1000","Per thousand","0","Units",,,47.39035,,
"USA","United States","PWCP0300","CPI weights: 03 - Clothing and footwear","AL","Per thousand of the National CPI Total","A","Annual","1999","1999","_1000","Per thousand","0","Units",,,46.0583,,
"USA","United States","PWCP0300","CPI weights: 03 - Clothing and footwear","AL","Per thousand of the National CPI Total","A","Annual","2000","2000","_1000","Per thousand","0","Units",,,43.87533,,
"USA","United States","PWCP0300","CPI weights: 03 - Clothing and footwear","AL","Per thousand of the National CPI Total","A","Annual","2001","2001","_1000","Per thousand","0","Units",,,41.88552,,
"USA","United States","PWCP0300","CPI weights: 03 - Clothing and footwear","AL","Per thousand of the National CPI Total","A","Annual","2002","2002","_1000","Per thousand","0","Units",,,42.93281,,
"USA","United States","PWCP0300","CPI weights: 03 - Clothing and footwear","AL","Per thousand of the National CPI Total","A","Annual","2003","2003","_1000","Per thousand","0","Units",,,41.56388,,
"USA","United States","PWCP0300","CPI weights: 03 - Clothing and footwear","AL","Per thousand of the National CPI Total","A","Annual","2004","2004","_1000","Per thousand","0","Units",,,39.64081,,
"USA","United States","PWCP0300","CPI weights: 03 - Clothing and footwear","AL","Per thousand of the National CPI Total","A","Annual","2005","2005","_1000","Per thousand","0","Units",,,38.08564,,
"USA","United States","PWCP0300","CPI weights: 03 - Clothing and footwear","AL","Per thousand of the National CPI Total","A","Annual","2006","2006","_1000","Per thousand","0","Units",,,37.42896,,
"USA","United States","PWCP0300","CPI weights: 03 - Clothing and footwear","AL","Per thousand of the National CPI Total","A","Annual","2007","2007","_1000","Per thousand","0","Units",,,35.7893,,
"USA","United States","PWCP0300","CPI weights: 03 - Clothing and footwear","AL","Per thousand of the National CPI Total","A","Annual","2008","2008","_1000","Per thousand","0","Units",,,36.53287,,
"USA","United States","PWCP0300","CPI weights: 03 - Clothing and footwear","AL","Per thousand of the National CPI Total","A","Annual","2009","2009","_1000","Per thousand","0","Units",,,37.02731,,
"USA","United States","PWCP0300","CPI weights: 03 - Clothing and footwear","AL","Per thousand of the National CPI Total","A","Annual","2010","2010","_1000","Per thousand","0","Units",,,36.06,,
"USA","United States","PWCP0300","CPI weights: 03 - Clothing and footwear","AL","Per thousand of the National CPI Total","A","Annual","2011","2011","_1000","Per thousand","0","Units",,,36.47,,
"USA","United States","PWCP0300","CPI weights: 03 - Clothing and footwear","AL","Per thousand of the National CPI Total","A","Annual","2012","2012","_1000","Per thousand","0","Units",,,35.37819,,
"USA","United States","PWCP0300","CPI weights: 03 - Clothing and footwear","AL","Per thousand of the National CPI Total","A","Annual","2013","2013","_1000","Per thousand","0","Units",,,35.16,,
"USA","United States","PWCP0300","CPI weights: 03 - Clothing and footwear","AL","Per thousand of the National CPI Total","A","Annual","2014","2014","_1000","Per thousand","0","Units",,,33.23,,
"USA","United States","PWCP0300","CPI weights: 03 - Clothing and footwear","AL","Per thousand of the National CPI Total","A","Annual","2015","2015","_1000","Per thousand","0","Units",,,32.86,,
"USA","United States","PWCP0300","CPI weights: 03 - Clothing and footwear","AL","Per thousand of the National CPI Total","A","Annual","2016","2016","_1000","Per thousand","0","Units",,,30.34,,
"USA","United States","PWCP0300","CPI weights: 03 - Clothing and footwear","AL","Per thousand of the National CPI Total","A","Annual","2017","2017","_1000","Per thousand","0","Units",,,29.6,,
"USA","United States","PWCP0300","CPI weights: 03 - Clothing and footwear","AL","Per thousand of the National CPI Total","A","Annual","2018","2018","_1000","Per thousand","0","Units",,,29.44,,
"USA","United States","PWCP0300","CPI weights: 03 - Clothing and footwear","AL","Per thousand of the National CPI Total","A","Annual","2019","2019","_1000","Per thousand","0","Units",,,28.65,,
"USA","United States","PWCP0300","CPI weights: 03 - Clothing and footwear","AL","Per thousand of the National CPI Total","A","Annual","2020","2020","_1000","Per thousand","0","Units",,,27.195,,
"USA","United States","PWCP0300","CPI weights: 03 - Clothing and footwear","AL","Per thousand of the National CPI Total","A","Annual","2021","2021","_1000","Per thousand","0","Units",,,26.61583,,
"USA","United States","PWCP0100","CPI weights: 01 - Food and non-Alcoholic beverages","AL","Per thousand of the National CPI Total","A","Annual","1997","1997","_1000","Per thousand","0","Units",,,96.45973,,
"USA","United States","PWCP0100","CPI weights: 01 - Food and non-Alcoholic beverages","AL","Per thousand of the National CPI Total","A","Annual","1998","1998","_1000","Per thousand","0","Units",,,96.91241,,
"USA","United States","PWCP0100","CPI weights: 01 - Food and non-Alcoholic beverages","AL","Per thousand of the National CPI Total","A","Annual","1999","1999","_1000","Per thousand","0","Units",,,96.02834,,
"USA","United States","PWCP0100","CPI weights: 01 - Food and non-Alcoholic beverages","AL","Per thousand of the National CPI Total","A","Annual","2000","2000","_1000","Per thousand","0","Units",,,95.59711,,
"USA","United States","PWCP0100","CPI weights: 01 - Food and non-Alcoholic beverages","AL","Per thousand of the National CPI Total","A","Annual","2001","2001","_1000","Per thousand","0","Units",,,96.60827,,
"USA","United States","PWCP0100","CPI weights: 01 - Food and non-Alcoholic beverages","AL","Per thousand of the National CPI Total","A","Annual","2002","2002","_1000","Per thousand","0","Units",,,83.37616,,
"USA","United States","PWCP0100","CPI weights: 01 - Food and non-Alcoholic beverages","AL","Per thousand of the National CPI Total","A","Annual","2003","2003","_1000","Per thousand","0","Units",,,85.58089,,
"USA","United States","PWCP0100","CPI weights: 01 - Food and non-Alcoholic beverages","AL","Per thousand of the National CPI Total","A","Annual","2004","2004","_1000","Per thousand","0","Units",,,81.82705,,
"USA","United States","PWCP0100","CPI weights: 01 - Food and non-Alcoholic beverages","AL","Per thousand of the National CPI Total","A","Annual","2005","2005","_1000","Per thousand","0","Units",,,80.48768,,
"USA","United States","PWCP0100","CPI weights: 01 - Food and non-Alcoholic beverages","AL","Per thousand of the National CPI Total","A","Annual","2006","2006","_1000","Per thousand","0","Units",,,78.9564,,
"USA","United States","PWCP0100","CPI weights: 01 - Food and non-Alcoholic beverages","AL","Per thousand of the National CPI Total","A","Annual","2007","2007","_1000","Per thousand","0","Units",,,80.11942,,
"USA","United States","PWCP0100","CPI weights: 01 - Food and non-Alcoholic beverages","AL","Per thousand of the National CPI Total","A","Annual","2008","2008","_1000","Per thousand","0","Units",,,81.55714,,
"USA","United States","PWCP0100","CPI weights: 01 - Food and non-Alcoholic beverages","AL","Per thousand of the National CPI Total","A","Annual","2009","2009","_1000","Per thousand","0","Units",,,78.01492,,
"USA","United States","PWCP0100","CPI weights: 01 - Food and non-Alcoholic beverages","AL","Per thousand of the National CPI Total","A","Annual","2010","2010","_1000","Per thousand","0","Units",,,78.21,,
"USA","United States","PWCP0100","CPI weights: 01 - Food and non-Alcoholic beverages","AL","Per thousand of the National CPI Total","A","Annual","2011","2011","_1000","Per thousand","0","Units",,,80.53,,
"USA","United States","PWCP0100","CPI weights: 01 - Food and non-Alcoholic beverages","AL","Per thousand of the National CPI Total","A","Annual","2012","2012","_1000","Per thousand","0","Units",,,86.45786,,
"USA","United States","PWCP0100","CPI weights: 01 - Food and non-Alcoholic beverages","AL","Per thousand of the National CPI Total","A","Annual","2013","2013","_1000","Per thousand","0","Units",,,85.08,,
"USA","United States","PWCP0100","CPI weights: 01 - Food and non-Alcoholic beverages","AL","Per thousand of the National CPI Total","A","Annual","2014","2014","_1000","Per thousand","0","Units",,,81.84,,
"USA","United States","PWCP0100","CPI weights: 01 - Food and non-Alcoholic beverages","AL","Per thousand of the National CPI Total","A","Annual","2015","2015","_1000","Per thousand","0","Units",,,82.71,,
"USA","United States","PWCP0100","CPI weights: 01 - Food and non-Alcoholic beverages","AL","Per thousand of the National CPI Total","A","Annual","2016","2016","_1000","Per thousand","0","Units",,,79.68,,
"USA","United States","PWCP0100","CPI weights: 01 - Food and non-Alcoholic beverages","AL","Per thousand of the National CPI Total","A","Annual","2017","2017","_1000","Per thousand","0","Units",,,77.84,,
"USA","United States","PWCP0100","CPI weights: 01 - Food and non-Alcoholic beverages","AL","Per thousand of the National CPI Total","A","Annual","2018","2018","_1000","Per thousand","0","Units",,,72.22,,
"USA","United States","PWCP0100","CPI weights: 01 - Food and non-Alcoholic beverages","AL","Per thousand of the National CPI Total","A","Annual","2019","2019","_1000","Per thousand","0","Units",,,71.56,,
"USA","United States","PWCP0100","CPI weights: 01 - Food and non-Alcoholic beverages","AL","Per thousand of the National CPI Total","A","Annual","2020","2020","_1000","Per thousand","0","Units",,,77.1775,,
"USA","United States","PWCP0100","CPI weights: 01 - Food and non-Alcoholic beverages","AL","Per thousand of the National CPI Total","A","Annual","2021","2021","_1000","Per thousand","0","Units",,,76.3175,,
"USA","United States","CPGRLH01","CPI: Services less housing","GP","Percentage change from previous period","A","Annual","1993","1993","PC","Percentage","0","Units",,,4.617582,,
"USA","United States","CPGRLH01","CPI: Services less housing","GP","Percentage change from previous period","A","Annual","1994","1994","PC","Percentage","0","Units",,,3.544163,,
"USA","United States","CPGRLH01","CPI: Services less housing","GP","Percentage change from previous period","A","Annual","1995","1995","PC","Percentage","0","Units",,,3.574219,,
"USA","United States","CPGRLH01","CPI: Services less housing","GP","Percentage change from previous period","A","Annual","1996","1996","PC","Percentage","0","Units",,,3.252876,,
"USA","United States","CPGRLH01","CPI: Services less housing","GP","Percentage change from previous period","A","Annual","1997","1997","PC","Percentage","0","Units",,,3.045384,,
"USA","United States","CPGRLH01","CPI: Services less housing","GP","Percentage change from previous period","A","Annual","1998","1998","PC","Percentage","0","Units",,,1.954008,,
"USA","United States","CPGRLH01","CPI: Services less housing","GP","Percentage change from previous period","A","Annual","1999","1999","PC","Percentage","0","Units",,,2.133855,,
"USA","United States","CPGRLH01","CPI: Services less housing","GP","Percentage change from previous period","A","Annual","2000","2000","PC","Percentage","0","Units",,,3.621123,,
"USA","United States","CPGRLH01","CPI: Services less housing","GP","Percentage change from previous period","A","Annual","2001","2001","PC","Percentage","0","Units",,,4.611531,,
"USA","United States","CPGRLH01","CPI: Services less housing","GP","Percentage change from previous period","A","Annual","2002","2002","PC","Percentage","0","Units",,,2.465162,,
"USA","United States","CPGRLH01","CPI: Services less housing","GP","Percentage change from previous period","A","Annual","2003","2003","PC","Percentage","0","Units",,,4.087653,,
"USA","United States","CPGRLH01","CPI: Services less housing","GP","Percentage change from previous period","A","Annual","2004","2004","PC","Percentage","0","Units",,,3.146853,,
"USA","United States","CPGRLH01","CPI: Services less housing","GP","Percentage change from previous period","A","Annual","2005","2005","PC","Percentage","0","Units",,,4.128457,,
"USA","United States","CPGRLH01","CPI: Services less housing","GP","Percentage change from previous period","A","Annual","2006","2006","PC","Percentage","0","Units",,,4.170379,,
"USA","United States","CPGRLH01","CPI: Services less housing","GP","Percentage change from previous period","A","Annual","2007","2007","PC","Percentage","0","Units",,,2.936412,,
"USA","United States","CPGRLH01","CPI: Services less housing","GP","Percentage change from previous period","A","Annual","2008","2008","PC","Percentage","0","Units",,,4.692531,,
"USA","United States","CPGRLH01","CPI: Services less housing","GP","Percentage change from previous period","A","Annual","2009","2009","PC","Percentage","0","Units",,,1.855036,,
"USA","United States","CPGRLH01","CPI: Services less housing","GP","Percentage change from previous period","A","Annual","2010","2010","PC","Percentage","0","Units",,,2.266832,,
"USA","United States","CPGRLH01","CPI: Services less housing","GP","Percentage change from previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,2.175559,,
"USA","United States","CPGRLH01","CPI: Services less housing","GP","Percentage change from previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,2.067371,,
"USA","United States","CPGRLH01","CPI: Services less housing","GP","Percentage change from previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,2.525141,,
"USA","United States","CPGRLH01","CPI: Services less housing","GP","Percentage change from previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,2.66063,,
"USA","United States","CPGRLH01","CPI: Services less housing","GP","Percentage change from previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,1.476817,,
"USA","United States","CPGRLH01","CPI: Services less housing","GP","Percentage change from previous period","A","Annual","2016","2016","PC","Percentage","0","Units",,,2.220117,,
"USA","United States","CPGRLH01","CPI: Services less housing","GP","Percentage change from previous period","A","Annual","2017","2017","PC","Percentage","0","Units",,,2.006631,,
"USA","United States","CPGRLH01","CPI: Services less housing","GP","Percentage change from previous period","A","Annual","2018","2018","PC","Percentage","0","Units",,,2.122468,,
"USA","United States","CPGRLH01","CPI: Services less housing","GP","Percentage change from previous period","A","Annual","2019","2019","PC","Percentage","0","Units",,,1.907027,,
"USA","United States","CPGRLH01","CPI: Services less housing","GP","Percentage change from previous period","A","Annual","2020","2020","PC","Percentage","0","Units",,,1.356827,,
"USA","United States","CPGRLH01","CPI: Services less housing","GP","Percentage change from previous period","A","Annual","2021","2021","PC","Percentage","0","Units",,,3.099313,,
"USA","United States","CPHP0800","HICP: 08 - Communication","GY","Percentage change on the same period of the previous year","A","Annual","2002","2002","PC","Percentage","0","Units",,,0.8,,
"USA","United States","CPHP0800","HICP: 08 - Communication","GY","Percentage change on the same period of the previous year","A","Annual","2003","2003","PC","Percentage","0","Units",,,-0.8,,
"USA","United States","CPHP0800","HICP: 08 - Communication","GY","Percentage change on the same period of the previous year","A","Annual","2004","2004","PC","Percentage","0","Units",,,-2.3,,
"USA","United States","CPHP0800","HICP: 08 - Communication","GY","Percentage change on the same period of the previous year","A","Annual","2005","2005","PC","Percentage","0","Units",,,-0.9,,
"USA","United States","CPHP0800","HICP: 08 - Communication","GY","Percentage change on the same period of the previous year","A","Annual","2006","2006","PC","Percentage","0","Units",,,1.4,,
"USA","United States","CPHP0800","HICP: 08 - Communication","GY","Percentage change on the same period of the previous year","A","Annual","2007","2007","PC","Percentage","0","Units",,,2.4,,
"USA","United States","CPHP0800","HICP: 08 - Communication","GY","Percentage change on the same period of the previous year","A","Annual","2008","2008","PC","Percentage","0","Units",,,2.3,,
"USA","United States","CPHP0800","HICP: 08 - Communication","GY","Percentage change on the same period of the previous year","A","Annual","2009","2009","PC","Percentage","0","Units",,,2,,
"USA","United States","CPHP0800","HICP: 08 - Communication","GY","Percentage change on the same period of the previous year","A","Annual","2010","2010","PC","Percentage","0","Units",,,0.2,,
"USA","United States","CPHP0800","HICP: 08 - Communication","GY","Percentage change on the same period of the previous year","A","Annual","2011","2011","PC","Percentage","0","Units",,,-0.7,,
"USA","United States","CPHP0800","HICP: 08 - Communication","GY","Percentage change on the same period of the previous year","A","Annual","2012","2012","PC","Percentage","0","Units",,,0.7,,
"USA","United States","CPHP0800","HICP: 08 - Communication","GY","Percentage change on the same period of the previous year","A","Annual","2013","2013","PC","Percentage","0","Units",,,0.3,,
"USA","United States","CPHP0800","HICP: 08 - Communication","GY","Percentage change on the same period of the previous year","A","Annual","2014","2014","PC","Percentage","0","Units",,,-0.2,,
"USA","United States","CPHP0800","HICP: 08 - Communication","GY","Percentage change on the same period of the previous year","A","Annual","2015","2015","PC","Percentage","0","Units",,,-1.6,,
"USA","United States","CPHP0800","HICP: 08 - Communication","GY","Percentage change on the same period of the previous year","A","Annual","2016","2016","PC","Percentage","0","Units",,,-0.4,,
"USA","United States","CPHP0800","HICP: 08 - Communication","GY","Percentage change on the same period of the previous year","A","Annual","2017","2017","PC","Percentage","0","Units",,,-6.4,,
"USA","United States","CPHP0800","HICP: 08 - Communication","GY","Percentage change on the same period of the previous year","A","Annual","2018","2018","PC","Percentage","0","Units",,,-1.1,,
"USA","United States","CPHP0800","HICP: 08 - Communication","GY","Percentage change on the same period of the previous year","A","Annual","2019","2019","PC","Percentage","0","Units",,,-0.8,,
"USA","United States","CPHP0800","HICP: 08 - Communication","GY","Percentage change on the same period of the previous year","A","Annual","2020","2020","PC","Percentage","0","Units",,,3.3,,
"USA","United States","CPHP0800","HICP: 08 - Communication","GY","Percentage change on the same period of the previous year","A","Annual","2021","2021","PC","Percentage","0","Units",,,2.5,,
"USA","United States","CPHP0900","HICP: 09 - Recreation and culture","IXOB","Index","A","Annual","2002","2002","IDX","Index","0","Units","2015_100","2015=100",97.69,,
"USA","United States","CPHP0900","HICP: 09 - Recreation and culture","IXOB","Index","A","Annual","2003","2003","IDX","Index","0","Units","2015_100","2015=100",97.84,,
"USA","United States","CPHP0900","HICP: 09 - Recreation and culture","IXOB","Index","A","Annual","2004","2004","IDX","Index","0","Units","2015_100","2015=100",98.13,,
"USA","United States","CPHP0900","HICP: 09 - Recreation and culture","IXOB","Index","A","Annual","2005","2005","IDX","Index","0","Units","2015_100","2015=100",98.12,,
"USA","United States","CPHP0900","HICP: 09 - Recreation and culture","IXOB","Index","A","Annual","2006","2006","IDX","Index","0","Units","2015_100","2015=100",98.84,,
"USA","United States","CPHP0900","HICP: 09 - Recreation and culture","IXOB","Index","A","Annual","2007","2007","IDX","Index","0","Units","2015_100","2015=100",98.33,,
"USA","United States","CPHP0900","HICP: 09 - Recreation and culture","IXOB","Index","A","Annual","2008","2008","IDX","Index","0","Units","2015_100","2015=100",99.64,,
"USA","United States","CPHP0900","HICP: 09 - Recreation and culture","IXOB","Index","A","Annual","2009","2009","IDX","Index","0","Units","2015_100","2015=100",100.35,,
"USA","United States","CPHP0900","HICP: 09 - Recreation and culture","IXOB","Index","A","Annual","2010","2010","IDX","Index","0","Units","2015_100","2015=100",99.57,,
"USA","United States","CPHP0900","HICP: 09 - Recreation and culture","IXOB","Index","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",99.18,,
"USA","United States","CPHP0900","HICP: 09 - Recreation and culture","IXOB","Index","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",99.97,,
"USA","United States","CPHP0900","HICP: 09 - Recreation and culture","IXOB","Index","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",100.13,,
"USA","United States","CPHP0900","HICP: 09 - Recreation and culture","IXOB","Index","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",100.13,,
"USA","United States","CPHP0900","HICP: 09 - Recreation and culture","IXOB","Index","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"USA","United States","CPHP0900","HICP: 09 - Recreation and culture","IXOB","Index","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",100.36,,
"USA","United States","CPHP0900","HICP: 09 - Recreation and culture","IXOB","Index","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",100.96,,
"USA","United States","CPHP0900","HICP: 09 - Recreation and culture","IXOB","Index","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",100.87,,
"USA","United States","CPHP0900","HICP: 09 - Recreation and culture","IXOB","Index","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",101.67,,
"USA","United States","CPHP0900","HICP: 09 - Recreation and culture","IXOB","Index","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",102.68,,
"USA","United States","CPHP0900","HICP: 09 - Recreation and culture","IXOB","Index","A","Annual","2021","2021","IDX","Index","0","Units","2015_100","2015=100",104.83,,
"USA","United States","CPHP0200","HICP: 02 - Alcoholic beverages, tobacco and narcotics","GP","Percentage change from previous period","A","Annual","2002","2002","PC","Percentage","0","Units",,,5.8,,
