season,title,year,month,day,av_rating,genre_1,genre_2,genre_3
5,Murdoch Mysteries,2012,7,2,8.009,Crime,Drama,Mystery
6,Murdoch Mysteries,2013,2,2,8.0601,Crime,Drama,Mystery
7,Murdoch Mysteries,2013,12,26,8.0573,Crime,Drama,Mystery
8,Murdoch Mysteries,2015,1,2,8.106,Crime,Drama,Mystery
9,Murdoch Mysteries,2015,12,2,8.1476,Crime,Drama,Mystery
10,Murdoch Mysteries,2017,1,20,8.5,Crime,Drama,Mystery
11,Murdoch Mysteries,2017,10,19,8.957,Crime,Drama,Mystery
1,Mushi-Shi,2005,10,29,7.8793,Animation,Drama,Fantasy
1,My Own Worst Enemy,2008,10,13,7.3,Action,Drama,Thriller
1,My So-Called Life,1994,11,3,8.5152,Comedy,Drama,Romance
1,Mystery!: Cadfael,1994,6,8,7.9289,Crime,Drama,Mystery
2,Mystery!: Cadfael,1996,6,2,8.2044,Crime,Drama,Mystery
3,Mystery!: Cadfael,1997,8,15,7.7977,Crime,Drama,Mystery
1,NCIS: Los Angeles,2010,1,18,7.7813,Crime,Drama,Mystery
2,NCIS: Los Angeles,2010,12,29,7.9905,Crime,Drama,Mystery
3,NCIS: Los Angeles,2012,1,11,8.0907,Crime,Drama,Mystery
4,NCIS: Los Angeles,2013,1,19,7.8533,Crime,Drama,Mystery
5,NCIS: Los Angeles,2014,1,12,8.0364,Crime,Drama,Mystery
6,NCIS: Los Angeles,2015,1,15,8.1956,Crime,Drama,Mystery
7,NCIS: Los Angeles,2016,1,9,8.5187,Crime,Drama,Mystery
8,NCIS: Los Angeles,2017,1,17,8.2669,Crime,Drama,Mystery
9,NCIS: Los Angeles,2018,1,20,7.925,Crime,Drama,Mystery
10,NCIS: Los Angeles,2018,9,30,8.7,Crime,Drama,Mystery
1,NCIS: New Orleans,2015,1,12,7.8887,Crime,Drama,NA
2,NCIS: New Orleans,2016,1,11,8.2544,Crime,Drama,NA
3,NCIS: New Orleans,2017,1,21,7.9093,Crime,Drama,NA
4,NCIS: New Orleans,2018,1,13,7.8578,Crime,Drama,NA
1,NYPD Blue,1993,9,30,8.3153,Crime,Drama,Mystery
4,NYPD Blue,1997,4,22,4.7,Crime,Drama,Mystery
1,Narcos,2015,8,28,8.7387,Biography,Crime,Drama
2,Narcos,2016,9,2,8.87,Biography,Crime,Drama
3,Narcos,2017,9,1,8.6975,Biography,Crime,Drama
1,Nashville,2013,1,26,7.5194,Drama,Music,Romance
2,Nashville,2014,1,10,7.5211,Drama,Music,Romance
3,Nashville,2015,1,13,7.6215,Drama,Music,Romance
4,Nashville,2016,1,17,8.3066,Drama,Music,Romance
5,Nashville,2017,1,31,8.58,Drama,Music,Romance
1,Necessary Roughness,2011,6,29,7.7,Comedy,Drama,Romance
1,Neon Genesis Evangelion,1996,6,20,8.2508,Action,Animation,Drama
1,New Amsterdam,2008,3,4,7.4,Crime,Drama,Sci-Fi
1,New Amsterdam,2018,9,28,8.3226,Drama,NA,NA
1,Nikita,2011,1,4,8.5907,Action,Crime,Drama
2,Nikita,2012,1,15,8.7792,Action,Crime,Drama
3,Nikita,2013,2,12,8.6161,Action,Crime,Drama
4,Nikita,2013,12,9,8.9584,Action,Crime,Drama
1,Nip/Tuck,2003,9,6,8.1847,Drama,NA,NA
2,Nip/Tuck,2004,8,13,8.4286,Drama,NA,NA
3,Nip/Tuck,2005,11,7,8.1588,Drama,NA,NA
4,Nip/Tuck,2006,10,21,8.0191,Drama,NA,NA
5,Nip/Tuck,2008,5,9,7.9022,Drama,NA,NA
6,Nip/Tuck,2009,12,22,7.559,Drama,NA,NA
1,No Ordinary Family,2011,1,9,7.5296,Action,Comedy,Drama
1,No Tomorrow,2016,10,22,7.5293,Comedy,Drama,Romance
1,North & South,2004,11,24,7.7259,Drama,Romance,NA
1,Northern Exposure,1990,8,5,8.1603,Comedy,Drama,Fantasy
2,Northern Exposure,1991,4,29,8.7038,Comedy,Drama,Fantasy
3,Northern Exposure,1992,1,2,8.5038,Comedy,Drama,Fantasy
4,Northern Exposure,1992,9,28,8.7,Comedy,Drama,Fantasy
1,Notorious,2016,10,16,7.1446,Drama,Thriller,NA
1,Numb3rs,2005,3,17,7.6124,Crime,Drama,Mystery
2,Numb3rs,2006,1,24,7.4207,Crime,Drama,Mystery
3,Numb3rs,2007,1,6,7.6431,Crime,Drama,Mystery
4,Numb3rs,2008,1,14,7.7832,Crime,Drama,Mystery
5,Numb3rs,2009,1,21,7.8794,Crime,Drama,Mystery
6,Numb3rs,2009,12,8,7.9738,Crime,Drama,Mystery
1,Nurse Jackie,2009,7,16,7.7691,Comedy,Drama,NA
2,Nurse Jackie,2010,4,29,7.8425,Comedy,Drama,NA
3,Nurse Jackie,2011,5,7,7.6652,Comedy,Drama,NA
4,Nurse Jackie,2012,5,10,8.1776,Comedy,Drama,NA
5,Nurse Jackie,2013,5,15,8.1126,Comedy,Drama,NA
6,Nurse Jackie,2014,5,21,8.2912,Comedy,Drama,NA
7,Nurse Jackie,2015,5,20,8.1931,Comedy,Drama,NA
1,October Road,2007,3,15,7.4,Comedy,Drama,Romance
1,Of Kings and Prophets,2016,3,8,7.1,Drama,NA,NA
1,Off the Map,2011,3,4,8.2733,Action,Adventure,Drama
1,Olive Kitteridge,2014,11,2,8.6563,Drama,NA,NA
1,Once Upon a Time in Wonderland,2013,12,29,8.1278,Adventure,Drama,Fantasy
1,One Mississippi,2016,6,23,7.5914,Comedy,Drama,NA
1,One Tree Hill,2004,1,15,8.7466,Drama,Romance,Sport
2,One Tree Hill,2005,1,14,8.7198,Drama,Romance,Sport
3,One Tree Hill,2006,1,19,9.0502,Drama,Romance,Sport
4,One Tree Hill,2007,1,20,9.0517,Drama,Romance,Sport
5,One Tree Hill,2008,3,7,8.8716,Drama,Romance,Sport
6,One Tree Hill,2008,12,29,8.7702,Drama,Romance,Sport
7,One Tree Hill,2009,12,26,8.5481,Drama,Romance,Sport
8,One Tree Hill,2011,1,5,8.6115,Drama,Romance,Sport
9,One Tree Hill,2012,2,22,8.9767,Drama,Romance,Sport
1,Orange Is the New Black,2013,7,11,8.2135,Comedy,Crime,Drama
2,Orange Is the New Black,2014,6,6,8.4899,Comedy,Crime,Drama
3,Orange Is the New Black,2015,6,11,8.1735,Comedy,Crime,Drama
4,Orange Is the New Black,2016,6,17,8.7284,Comedy,Crime,Drama
5,Orange Is the New Black,2017,6,9,8.2242,Comedy,Crime,Drama
6,Orange Is the New Black,2018,7,27,8.0487,Comedy,Crime,Drama
1,Outcast,2016,7,7,8.1042,Drama,Horror,NA
2,Outcast,2017,5,5,7.8797,Drama,Horror,NA
1,Outlander,2014,12,30,8.9231,Drama,Fantasy,Romance
2,Outlander,2016,5,21,9.0162,Drama,Fantasy,Romance
3,Outlander,2017,10,26,9.1098,Drama,Fantasy,Romance
1,Outsiders,2016,3,8,8.6833,Drama,NA,NA
2,Outsiders,2017,3,4,7.5989,Drama,NA,NA
1,Over the Garden Wall,2014,11,5,8.6265,Adventure,Animation,Drama
1,Oz,1997,8,1,8.6195,Crime,Drama,Thriller
2,Oz,1998,8,6,8.2769,Crime,Drama,Thriller
3,Oz,1999,8,7,8.5393,Crime,Drama,Thriller
4,Oz,2000,11,3,8.6132,Crime,Drama,Thriller
5,Oz,2002,1,23,8.6023,Crime,Drama,Thriller
6,Oz,2003,1,29,8.5751,Crime,Drama,Thriller
1,Ozark,2017,7,21,8.4032,Crime,Drama,Thriller
2,Ozark,2018,8,31,8.6442,Crime,Drama,Thriller
3,Pacific Blue,1997,9,28,8.5,Action,Crime,Drama
1,Pan Am,2011,11,28,7.5403,Drama,History,Romance
1,Parade's End,2013,2,26,7.7655,Action,Drama,Romance
1,Paranoia Agent,2004,3,20,7.9016,Animation,Drama,Horror
1,Paranoid,2016,10,16,7.4228,Crime,Drama,Mystery
1,Parenthood,1990,11,13,9.6824,Comedy,Drama,NA
1,Parenthood,2010,4,13,8.0582,Comedy,Drama,NA
2,Parenthood,2010,12,26,8.3195,Comedy,Drama,NA
3,Parenthood,2011,12,10,8.5942,Comedy,Drama,NA
4,Parenthood,2012,11,5,8.7012,Comedy,Drama,NA
5,Parenthood,2013,12,26,8.4906,Comedy,Drama,NA
6,Parenthood,2014,11,18,9.0003,Comedy,Drama,NA
1,Patrick Melrose,2018,5,26,8.5468,Drama,NA,NA
1,Patriot,2017,1,7,8.5462,Comedy,Drama,Thriller
1,Peaky Blinders,2014,9,30,8.674,Crime,Drama,NA
2,Peaky Blinders,2014,10,19,8.9451,Crime,Drama,NA
3,Peaky Blinders,2016,5,31,9.0339,Crime,Drama,NA
4,Peaky Blinders,2017,12,18,9.1801,Crime,Drama,NA
1,Penny Dreadful,2014,6,2,8.3828,Drama,Fantasy,Horror
2,Penny Dreadful,2015,6,3,8.697,Drama,Fantasy,Horror
3,Penny Dreadful,2016,5,28,8.6343,Drama,Fantasy,Horror
1,Perception,2012,8,13,8.0559,Crime,Drama,Mystery
2,Perception,2013,9,28,8.1669,Crime,Drama,Mystery
3,Perception,2014,10,2,8.2832,Crime,Drama,Mystery
1,Person of Interest,2012,1,14,8.8468,Action,Crime,Drama
2,Person of Interest,2013,1,10,9.0027,Action,Crime,Drama
3,Person of Interest,2014,1,10,9.2324,Action,Crime,Drama
4,Person of Interest,2015,1,7,9.1942,Action,Crime,Drama
5,Person of Interest,2016,5,24,9.3189,Action,Crime,Drama
1,Persons Unknown,2010,7,26,7.0199,Drama,Mystery,Thriller
1,Picnic at Hanging Rock,2018,5,25,6.9563,Drama,Mystery,Romance
1,Pitch,2016,10,24,8.1811,Drama,Sport,NA
1,Poldark,2015,7,14,8.6481,Drama,History,Romance
2,Poldark,2016,10,14,8.6603,Drama,History,Romance
3,Poldark,2017,8,3,8.539,Drama,History,Romance
4,Poldark,2018,7,4,8.6542,Drama,History,Romance
1,Political Animals,2012,8,1,8.471,Drama,NA,NA
34,Polizeiruf 110,2005,2,20,7.5,Crime,Drama,NA
39,Polizeiruf 110,2010,5,2,7.2,Crime,Drama,NA
40,Polizeiruf 110,2011,9,6,7.3595,Crime,Drama,NA
44,Polizeiruf 110,2015,6,28,7,Crime,Drama,NA
1,Pose,2018,6,17,8.7996,Drama,NA,NA
1,Power,2014,7,5,8.2843,Crime,Drama,NA
2,Power,2015,7,11,8.8138,Crime,Drama,NA
3,Power,2016,8,18,8.6727,Crime,Drama,NA
4,Power,2017,7,27,9.0388,Crime,Drama,NA
5,Power,2018,8,1,8.7658,Crime,Drama,NA
1,Powers,2015,4,10,7.6134,Action,Crime,Drama
2,Powers,2016,5,31,7.9019,Action,Crime,Drama
1,Preacher,2016,7,3,8.334,Adventure,Drama,Fantasy
2,Preacher,2017,7,31,8.0839,Adventure,Drama,Fantasy
3,Preacher,2018,7,25,8.4945,Adventure,Drama,Fantasy
1,Pretty Little Liars,2010,11,4,8.285,Drama,Mystery,Romance
2,Pretty Little Liars,2011,10,31,8.5024,Drama,Mystery,Romance
3,Pretty Little Liars,2012,10,25,8.4803,Drama,Mystery,Romance
4,Pretty Little Liars,2013,10,26,8.2632,Drama,Mystery,Romance
5,Pretty Little Liars,2014,11,2,8.1185,Drama,Mystery,Romance
6,Pretty Little Liars,2015,10,25,7.0538,Drama,Mystery,Romance
7,Pretty Little Liars,2016,12,23,7.5756,Drama,Mystery,Romance
1,Pride and Prejudice,1995,10,11,8.2608,Drama,Romance,NA
1,Prime Suspect,1991,4,7,8.2894,Crime,Drama,Mystery
1,Prime Suspect,2011,9,25,7.4208,Crime,Drama,Thriller
1,Prime Suspect 1973,2017,4,10,8.0406,Crime,Drama,Thriller
1,Prison Break,2005,12,26,8.9562,Action,Crime,Drama
2,Prison Break,2006,12,4,8.7033,Action,Crime,Drama
3,Prison Break,2007,11,26,8.5015,Action,Crime,Drama
4,Prison Break,2008,12,28,8.3589,Action,Crime,Drama
5,Prison Break,2017,5,2,8.5332,Action,Crime,Drama
1,Private Practice,2007,10,23,7.8024,Comedy,Drama,Romance
2,Private Practice,2009,1,7,7.9617000000000004,Comedy,Drama,Romance
3,Private Practice,2010,1,14,8.1641,Comedy,Drama,Romance
4,Private Practice,2011,1,26,8.1172,Comedy,Drama,Romance
5,Private Practice,2012,1,22,8.1677,Comedy,Drama,Romance
6,Private Practice,2012,11,25,8.0903,Comedy,Drama,Romance
1,Proof,2015,7,15,8.1561,Drama,Fantasy,Mystery
1,Public Morals,2015,8,25,7.9639,Crime,Drama,NA
1,Pure Genius,2016,12,12,5.1231,Drama,NA,NA
1,Pushing Daisies,2007,11,3,8.3813,Comedy,Drama,Fantasy
2,Pushing Daisies,2008,12,26,8.6548,Comedy,Drama,Fantasy
1,Quantico,2016,1,21,6.9328,Crime,Drama,Mystery
2,Quantico,2017,1,28,5.935,Crime,Drama,Mystery
3,Quantico,2018,6,17,6.7935,Crime,Drama,Mystery
2,Quantum Leap,1990,1,3,7.879,Action,Adventure,Drama
3,Quantum Leap,1991,1,24,8.0266,Action,Adventure,Drama
4,Quantum Leap,1992,1,7,7.883,Action,Adventure,Drama
5,Quantum Leap,1993,1,2,7.9273,Action,Adventure,Drama
1,Quarry,2016,10,2,8.629,Crime,Drama,Thriller
1,Queen of the South,2016,8,4,8.4349,Action,Crime,Drama
2,Queen of the South,2017,7,20,8.5137,Action,Crime,Drama
3,Queen of the South,2018,7,2,8.7756,Action,Crime,Drama
1,Queer as Folk,2001,2,25,8.8202,Drama,Romance,NA
2,Queer as Folk,2002,4,24,8.6326,Drama,Romance,NA
3,Queer as Folk,2003,4,29,8.125,Drama,Romance,NA
4,Queer as Folk,2004,6,13,8.3812,Drama,Romance,NA
5,Queer as Folk,2005,7,1,8.5353,Drama,Romance,NA
1,R.L. Stine's The Haunting Hour,2011,1,1,7.5267,Drama,Family,Fantasy
1,Raines,2007,3,15,7.9,Crime,Drama,Mystery
1,Rake,2014,1,23,6.6,Comedy,Crime,Drama
1,Ravenswood,2013,11,27,7.4472,Drama,Horror,NA
1,Ray Donovan,2013,8,8,8.2678,Crime,Drama,NA
2,Ray Donovan,2014,8,20,8.7409,Crime,Drama,NA
3,Ray Donovan,2015,8,19,8.7966,Crime,Drama,NA
4,Ray Donovan,2016,8,4,8.442,Crime,Drama,NA
5,Ray Donovan,2017,9,18,8.0572,Crime,Drama,NA
1,Reaper,2007,12,24,7.7195,Adventure,Comedy,Drama
2,Reaper,2009,4,10,7.7527,Adventure,Comedy,Drama
1,Rebel Highway,1994,8,26,4.9985,Drama,NA,NA
1,Rectify,2013,5,3,8.3745,Drama,NA,NA
2,Rectify,2014,7,20,8.6947,Drama,NA,NA
3,Rectify,2015,7,26,8.8232,Drama,NA,NA
4,Rectify,2016,11,27,8.9413,Drama,NA,NA
1,Red Band Society,2014,11,18,8.432,Comedy,Drama,NA
1,Reign,2014,2,3,8.1891,Drama,Fantasy,NA
2,Reign,2015,1,16,7.8589,Drama,Fantasy,NA
3,Reign,2016,2,12,7.8391,Drama,Fantasy,NA
4,Reign,2017,4,7,8.1498,Drama,Fantasy,NA
1,Rellik,2017,9,14,7.1132,Crime,Drama,Mystery
1,Requiem,2018,2,19,7.3182,Drama,Fantasy,Mystery
1,Rescue Me,2004,9,1,8.4924,Comedy,Drama,NA
2,Rescue Me,2005,7,31,8.6582,Comedy,Drama,NA
3,Rescue Me,2006,7,16,8.6975,Comedy,Drama,NA
4,Rescue Me,2007,7,18,8.3436,Comedy,Drama,NA
5,Rescue Me,2009,6,19,8.7877,Comedy,Drama,NA
7,Rescue Me,2011,9,7,9.2,Comedy,Drama,NA
1,Resurrection,2014,4,4,8.3508,Drama,Fantasy,NA
2,Resurrection,2014,11,21,8.3952,Drama,Fantasy,NA
1,Return to Lonesome Dove,1993,11,15,8.9671,Drama,Western,NA
1,Revenge,2012,1,12,8.496,Drama,Mystery,Thriller
2,Revenge,2013,1,17,8.5027,Drama,Mystery,Thriller
3,Revenge,2014,1,15,8.6492,Drama,Mystery,Thriller
4,Revenge,2015,1,14,8.6709,Drama,Mystery,Thriller
1,Reverie,2018,7,4,7.5967,Drama,Sci-Fi,Thriller
1,Revolution,2013,1,25,7.8649,Action,Adventure,Drama
2,Revolution,2014,1,15,8.4017,Action,Adventure,Drama
1,Ringer,2012,1,15,8.359,Crime,Drama,Mystery
1,Rise,2018,4,27,8.1805,Drama,NA,NA
1,River,2015,9,4,8.1449,Crime,Drama,Mystery
1,Riverdale,2017,3,17,8.1809,Crime,Drama,Mystery
2,Riverdale,2018,1,25,8.1855,Crime,Drama,Mystery
3,Riverdale,2018,10,10,8.2,Crime,Drama,Mystery
1,Rizzoli & Isles,2010,8,12,8.2402,Crime,Drama,Mystery
2,Rizzoli & Isles,2011,9,21,8.2701,Crime,Drama,Mystery
3,Rizzoli & Isles,2012,8,28,8.2342,Crime,Drama,Mystery
4,Rizzoli & Isles,2013,9,25,8.1349,Crime,Drama,Mystery
5,Rizzoli & Isles,2014,10,7,8.0163,Crime,Drama,Mystery
6,Rizzoli & Isles,2015,10,5,8.0994,Crime,Drama,Mystery
7,Rizzoli & Isles,2016,7,18,8.3151,Crime,Drama,Mystery
1,Roadies,2016,7,26,8.1859,Comedy,Drama,Music
1,Rogue,2013,4,3,7.1,Action,Crime,Drama
1,Rookie Blue,2010,8,4,7.8793,Crime,Drama,NA
2,Rookie Blue,2011,8,2,8.5727,Crime,Drama,NA
3,Rookie Blue,2012,7,3,8.5605,Crime,Drama,NA
4,Rookie Blue,2013,7,13,8.5738,Crime,Drama,NA
5,Rookie Blue,2014,6,19,8.8,Crime,Drama,NA
1,Room 104,2017,9,4,6.3765,Drama,Horror,Thriller
1,Roots,2016,5,31,8.048,Drama,History,NA
3,Roseanne,1991,1,15,7.8219,Comedy,Drama,NA
4,Roseanne,1991,12,17,7.6784,Comedy,Drama,NA
5,Roseanne,1993,1,1,7.9163,Comedy,Drama,NA
6,Roseanne,1994,1,11,7.6121,Comedy,Drama,NA
7,Roseanne,1995,1,18,7.2524,Comedy,Drama,NA
8,Roseanne,1995,12,26,6.8837,Comedy,Drama,NA
9,Roseanne,1997,1,1,5.8889,Comedy,Drama,NA
10,Roseanne,2018,4,17,7.6066,Comedy,Drama,NA
1,Rosemary's Baby,2014,5,13,6.6569,Drama,Horror,Mystery
1,Rosewood,2015,12,17,7.7289,Crime,Drama,Mystery
2,Rosewood,2017,3,3,8.65,Crime,Drama,Mystery
1,Roswell,2000,1,27,8.0623,Drama,Mystery,Sci-Fi
2,Roswell,2001,1,19,7.3889,Drama,Mystery,Sci-Fi
3,Roswell,2002,1,23,7.2679,Drama,Mystery,Sci-Fi
1,Royal Pains,2009,7,14,7.7056,Comedy,Drama,NA
2,Royal Pains,2010,7,6,8.0261,Comedy,Drama,NA
8,Royal Pains,2016,1,1,6.1,Comedy,Drama,NA
1,Rubicon,2010,8,11,8.1542,Crime,Drama,Mystery
1,Runaways,2017,12,10,7.5088,Action,Drama,Sci-Fi
1,SEAL Team,2018,1,1,7.7997,Action,Drama,War
1,SGU Stargate Universe,2010,1,30,7.6275,Drama,Sci-Fi,NA
2,SGU Stargate Universe,2011,1,17,8.0488,Drama,Sci-Fi,NA
1,SS-GB,2017,3,5,7.1583,Action,Drama,Sci-Fi
1,Sahsiyet,2018,4,20,8.556,Crime,Drama,Mystery
1,Salem,2014,6,1,7.9719,Drama,Fantasy,Thriller
2,Salem,2015,5,17,8.0546,Drama,Fantasy,Thriller
3,Salem,2016,12,14,7.8096,Drama,Fantasy,Thriller
1,Salvation,2017,8,14,7.7433,Drama,Sci-Fi,Thriller
2,Salvation,2018,8,6,8.0339,Drama,Sci-Fi,Thriller
1,Sam & Cat,2013,8,24,8.0795,Comedy,Drama,Family
1,Santa Barbara,1990,5,30,9.4,Drama,Romance,NA
1,Satisfaction,2014,7,17,8.5,Drama,NA,NA
1,Saving Grace,2007,7,23,8,Drama,Fantasy,NA
1,Scandal,2012,4,26,8.0092,Drama,Thriller,NA
2,Scandal,2013,1,20,8.4262,Drama,Thriller,NA
3,Scandal,2014,1,5,8.3375,Drama,Thriller,NA
4,Scandal,2015,1,18,8.0882,Drama,Thriller,NA
5,Scandal,2016,1,20,7.8418,Drama,Thriller,NA
6,Scandal,2017,3,29,7.8147,Drama,Thriller,NA
7,Scandal,2017,12,11,7.4799,Drama,Thriller,NA
1,Scorpion,2014,12,24,7.6894,Action,Crime,Drama
2,Scorpion,2016,1,1,8.113,Action,Crime,Drama
3,Scorpion,2017,1,13,7.9083,Action,Crime,Drama
4,Scorpion,2017,12,26,7.8145,Action,Crime,Drama
1,Scream: The TV Series,2015,7,31,7.9665,Crime,Drama,Horror
2,Scream: The TV Series,2016,7,16,8.334,Crime,Drama,Horror
1,Scrubs,2002,1,14,8.3733,Comedy,Drama,NA
2,Scrubs,2003,1,1,8.2883,Comedy,Drama,NA
3,Scrubs,2004,1,22,8.6398,Comedy,Drama,NA
4,Scrubs,2004,12,30,8.387,Comedy,Drama,NA
5,Scrubs,2006,3,5,8.6726,Comedy,Drama,NA
6,Scrubs,2007,3,2,8.4249,Comedy,Drama,NA
7,Scrubs,2008,1,26,8.2232,Comedy,Drama,NA
8,Scrubs,2009,3,3,8.7016,Comedy,Drama,NA
9,Scrubs,2010,1,8,6.42,Comedy,Drama,NA
1,Search Party,2016,11,22,7.8811,Comedy,Crime,Drama
1,Second Chance,2016,2,18,8.2758,Drama,Sci-Fi,NA
1,Secret Diary of a Call Girl,2008,1,2,7.0812,Drama,NA,NA
2,Secret Diary of a Call Girl,2009,2,1,7.887,Drama,NA,NA
1,Secrets and Lies,2015,3,29,8.2594,Crime,Drama,NA
2,Secrets and Lies,2016,11,6,8.1436,Crime,Drama,NA
1,Sense8,2015,6,5,8.6815,Drama,Mystery,Sci-Fi
2,Sense8,2017,5,27,9.1311,Drama,Mystery,Sci-Fi
1,Seven Days,1998,10,7,7.7,Action,Drama,Sci-Fi
1,Seven Seconds,2018,2,23,6.9,Crime,Drama,NA
1,Sex and the City,1998,7,14,7.4074,Comedy,Drama,Romance
2,Sex and the City,1999,8,4,7.5322,Comedy,Drama,Romance
3,Sex and the City,2000,8,10,7.5314,Comedy,Drama,Romance
4,Sex and the City,2001,9,10,7.4761,Comedy,Drama,Romance
5,Sex and the City,2002,8,14,7.3769,Comedy,Drama,Romance
6,Sex and the City,2003,10,12,7.6063,Comedy,Drama,Romance
1,Shades of Blue,2016,2,14,8.1322,Crime,Drama,NA
2,Shades of Blue,2017,4,14,8.6063,Crime,Drama,NA
3,Shades of Blue,2018,6,24,8.2155,Crime,Drama,NA
1,Shameless,2011,2,16,8.5794,Comedy,Drama,NA
2,Shameless,2012,2,18,8.6178,Comedy,Drama,NA
3,Shameless,2013,2,25,8.8773,Comedy,Drama,NA
4,Shameless,2014,2,22,9.1156,Comedy,Drama,NA
5,Shameless,2015,2,22,8.9492,Comedy,Drama,NA
6,Shameless,2016,2,20,8.7381,Comedy,Drama,NA
7,Shameless,2016,11,9,8.9098,Comedy,Drama,NA
8,Shameless,2017,12,16,8.4991,Comedy,Drama,NA
9,Shameless,2018,9,23,8.0299,Comedy,Drama,NA
1,Shark,2007,1,1,8.1029,Crime,Drama,Mystery
1,Sharp Objects,2018,7,22,8.5132,Crime,Drama,Mystery
1,Sherlock,2010,12,24,8.7982,Crime,Drama,Mystery
2,Sherlock,2012,5,13,9.3184,Crime,Drama,Mystery
3,Sherlock,2014,1,24,9.0893,Crime,Drama,Mystery
4,Sherlock,2016,10,6,8.3557,Crime,Drama,Mystery
1,Shooter,2016,12,16,8.3486,Action,Drama,NA
2,Shooter,2017,8,11,8.0087,Action,Drama,NA
3,Shooter,2018,8,2,8.116,Action,Drama,NA
1,Shots Fired,2017,3,22,7.3,Crime,Drama,NA
1,Show Me a Hero,2015,8,23,8.3382,Drama,History,NA
1,Shut Eye,2016,12,7,6.9678,Crime,Drama,Fantasy
1,Siberia,2013,6,25,7,Adventure,Drama,Mystery
6,Silk Stalkings,1996,11,24,7.9,Crime,Drama,Mystery
1,Siren,2018,4,23,8.0936,Drama,Fantasy,NA
1,Six,2017,2,11,7.7887,Action,Drama,History
2,Six,2018,7,1,7.9045,Action,Drama,History
1,Six Feet Under,2001,7,14,8.4018,Comedy,Drama,NA
2,Six Feet Under,2002,4,14,8.2969,Comedy,Drama,NA
3,Six Feet Under,2003,4,13,8.0903,Comedy,Drama,NA
4,Six Feet Under,2004,7,27,8.0472,Comedy,Drama,NA
5,Six Feet Under,2005,7,13,8.9258,Comedy,Drama,NA
1,Skins,2007,2,22,8.4267,Drama,NA,NA
2,Skins,2008,3,13,8.6237,Drama,NA,NA
3,Skins,2009,2,22,8.0368,Drama,NA,NA
4,Skins,2010,2,21,8.0659,Drama,NA,NA
5,Skins,2011,2,20,7.4275,Drama,NA,NA
6,Skins,2012,2,22,7.6992,Drama,NA,NA
7,Skins,2013,7,18,7.8734,Drama,NA,NA
1,Slasher,2016,3,22,7.3901,Drama,Horror,Mystery
2,Slasher,2017,10,17,7.416,Drama,Horror,Mystery
1,Sleeper Cell,2005,12,4,7.8,Crime,Drama,Thriller
1,Sleepy Hollow,2013,11,13,7.9782,Adventure,Drama,Fantasy
2,Sleepy Hollow,2014,12,3,7.6259,Adventure,Drama,Fantasy
3,Sleepy Hollow,2016,1,7,7.7114,Adventure,Drama,Fantasy
4,Sleepy Hollow,2017,2,13,7.7617,Adventure,Drama,Fantasy
1,Smallville,2002,1,31,8.1488,Adventure,Drama,Romance
2,Smallville,2003,1,13,8.4194,Adventure,Drama,Romance
3,Smallville,2004,1,23,8.4797,Adventure,Drama,Romance
4,Smallville,2005,1,13,8.4995,Adventure,Drama,Romance
5,Smallville,2006,1,17,8.4414,Adventure,Drama,Romance
6,Smallville,2007,1,16,8.4678,Adventure,Drama,Romance
7,Smallville,2008,1,19,8.5069,Adventure,Drama,Romance
8,Smallville,2009,1,8,8.498,Adventure,Drama,Romance
9,Smallville,2010,1,18,8.5703,Adventure,Drama,Romance
10,Smallville,2011,1,7,8.7124,Adventure,Drama,Romance
1,Smash,2012,3,28,7.9397,Drama,Musical,NA
2,Smash,2013,3,15,8.0516,Drama,Musical,NA
1,Sneaky Pete,2016,11,15,8.4608,Crime,Drama,NA
2,Sneaky Pete,2018,3,9,8.7466,Crime,Drama,NA
1,Snowfall,2017,8,5,7.7179,Crime,Drama,NA
2,Snowfall,2018,8,2,7.9,Crime,Drama,NA
1,Somewhere Between,2017,7,24,6.6637,Drama,Sci-Fi,Thriller
1,Sons of Anarchy,2008,10,15,8.4589,Crime,Drama,Thriller
2,Sons of Anarchy,2009,10,20,8.8086,Crime,Drama,Thriller
3,Sons of Anarchy,2010,10,19,8.6595,Crime,Drama,Thriller
4,Sons of Anarchy,2011,10,21,8.872,Crime,Drama,Thriller
5,Sons of Anarchy,2012,10,23,8.8271,Crime,Drama,Thriller
6,Sons of Anarchy,2013,10,23,8.7854,Crime,Drama,Thriller
7,Sons of Anarchy,2014,10,22,8.9179,Crime,Drama,Thriller
1,Sons of Liberty,2015,1,26,8.1251,Drama,History,NA
1,Southland,2009,4,30,8.0331,Crime,Drama,Thriller
2,Southland,2010,3,19,8.5049,Crime,Drama,Thriller
3,Southland,2011,2,4,8.3428,Crime,Drama,Thriller
4,Southland,2012,2,17,8.3335,Crime,Drama,Thriller
5,Southland,2013,3,16,8.5096,Crime,Drama,Thriller
1,Space: Above and Beyond,1996,2,19,8.2302,Drama,Sci-Fi,NA
1,Sports Night,1998,9,22,8.1681,Comedy,Drama,Sport
1,Stalker,2014,12,28,8.0798,Crime,Drama,Thriller
1,Star,2016,12,14,6.7,Drama,Music,Musical
1,Star Trek: Deep Space Nine,1993,3,25,7.0936,Action,Adventure,Drama
2,Star Trek: Deep Space Nine,1994,1,27,7.4069,Action,Adventure,Drama
